path	bucket	reason
paper_compass_acl/figures/gemma_curves.png	compass	compass paper source
paper_compass_acl/figures/gemma_linearity.png	compass	compass paper source
paper_compass_acl/figures/gemma_polar.png	compass	compass paper source
paper_compass_acl/figures/gemma_scan_gender_heatmap.png	compass	compass paper source
paper_compass_acl/figures/gpt2_curves.png	compass	compass paper source
paper_compass_acl/figures/gpt2_linearity.png	compass	compass paper source
paper_compass_acl/figures/gpt2_polar.png	compass	compass paper source
paper_compass_acl/figures/gpt2_scan_heatmap.png	compass	compass paper source
paper_compass_acl/figures/head_domain_heatmap_gemma.png	compass	compass paper source
paper_compass_acl/figures/head_domain_heatmap_gpt2.png	compass	compass paper source
paper_compass_acl/figures/head_domain_heatmap_llama.png	compass	compass paper source
paper_compass_acl/figures/head_domain_heatmap_phi3.png	compass	compass paper source
paper_compass_acl/figures/llama32_3b_compass_causal_curves.png	compass	compass paper source
paper_compass_acl/figures/llama32_3b_compass_causal_linearity.png	compass	compass paper source
paper_compass_acl/figures/llama32_3b_compass_causal_polar.png	compass	compass paper source
paper_compass_acl/figures/llama32_3b_scan_gender_heatmap.png	compass	compass paper source
paper_compass_acl/figures/phi3_curves.png	compass	compass paper source
paper_compass_acl/figures/phi3_entity_curves.png	compass	compass paper source
paper_compass_acl/figures/phi3_entity_linearity.png	compass	compass paper source
paper_compass_acl/figures/phi3_entity_polar.png	compass	compass paper source
paper_compass_acl/figures/phi3_l28h1_causal_curves.png	compass	compass paper source
paper_compass_acl/figures/phi3_l28h1_causal_linearity.png	compass	compass paper source
paper_compass_acl/figures/phi3_l28h1_causal_polar.png	compass	compass paper source
paper_compass_acl/figures/phi3_linearity.png	compass	compass paper source
paper_compass_acl/figures/phi3_polar.png	compass	compass paper source
paper_compass_acl/figures/phi3_scan_gender_heatmap.png	compass	compass paper source
paper_compass_acl/figures/phi3_temporal_curves.png	compass	compass paper source
paper_compass_acl/figures/phi3_temporal_linearity.png	compass	compass paper source
paper_compass_acl/figures/phi3_temporal_polar.png	compass	compass paper source
paper_compass_acl/main.aux	compass	compass paper source
paper_compass_acl/main.bbl	compass	compass paper source
paper_compass_acl/main.blg	compass	compass paper source
paper_compass_acl/main.out	compass	compass paper source
paper_compass_acl/main.pdf	compass	compass paper source
paper_compass_acl/main.tex	compass	compass paper source
paper_compass_acl/sections/abstract.tex	compass	compass paper source
paper_compass_acl/sections/appendix.tex	compass	compass paper source
paper_compass_acl/sections/background.tex	compass	compass paper source
paper_compass_acl/sections/discussion.tex	compass	compass paper source
paper_compass_acl/sections/downstream.tex	compass	compass paper source
paper_compass_acl/sections/ethics.tex	compass	compass paper source
paper_compass_acl/sections/introduction.tex	compass	compass paper source
paper_compass_acl/sections/limitations.tex	compass	compass paper source
paper_compass_acl/sections/method.tex	compass	compass paper source
paper_compass_acl/sections/results.tex	compass	compass paper source
requirements.txt	both	shared dependency set
run_ablation.py	arithmetic	wrapper for experiments/ablation/intervention.py, which ships to arithmetic
run_geometric_pipeline.py	arithmetic	geometric arithmetic pipeline driver
run_train.py	both	wrapper for experiments/train.py
setup.py	both	package install script
src/__init__.py	both	package root
src/analysis/__init__.py	arithmetic	package root for Fourier analysis
src/analysis/experiment_history.py	arithmetic	logs arithmetic experiment history
src/analysis/fourier_discovery.py	arithmetic	ARITHMETIC_CIRCUIT_PLAN references
src/analysis/fourier_plots.py	arithmetic	plots for fourier_discovery
src/data/__init__.py	both	package root
src/data/arithmetic_dataset.py	arithmetic	ARITHMETIC_CIRCUIT_PLAN references
src/data/data_loader.py	both	GP/IOI/GT loaders; compass Stage-1 + arithmetic training
src/models/__init__.py	both	package root
src/models/evaluate_model.py	arithmetic	arithmetic model evaluation
src/models/helix_circuit_discovery.py	arithmetic	helix circuit discovery
src/models/masked_transformer_circuit.py	both	Stage-1 mask learning; cited by both cookbooks
src/models/offline_svd_scanner.py	arithmetic	OV-SVD helix scanner
src/models/online_svd_scanner.py	arithmetic	ARITHMETIC_CIRCUIT_PLAN references
src/run_helix_analysis.py	arithmetic	helix analysis driver
src/utils/__init__.py	both	package root
src/utils/constants.py	both	project-wide constants
src/utils/model_registry.py	arithmetic	used by tests/test_model_registry.py
src/utils/utils.py	both	model loading, column helpers, seeding
src/utils/visualization.py	both	mask heatmaps / training curves
svd_logs/ioi_circuit_discovery_20260405_171552/metrics_history.json	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/mask_values_data.json	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/ov_average_mask_values.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/ov_average_mask_values.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/progression_full_sparsity.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/progression_full_sparsity.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/progression_relative_sparsity.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/progression_relative_sparsity.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/progression_train_accuracy.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/progression_train_accuracy.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/progression_train_kl.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/progression_train_kl.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/progression_train_loss.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/progression_train_loss.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/qk_average_mask_values.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/qk_average_mask_values.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/test_full_sparsity_vs_test_exact_match.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/test_full_sparsity_vs_test_exact_match.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/test_full_sparsity_vs_test_kl.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/test_full_sparsity_vs_test_kl.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/test_full_sparsity_vs_test_logit_diff.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/test_full_sparsity_vs_test_logit_diff.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/test_full_sparsity_vs_test_masked_acc.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/test_full_sparsity_vs_test_masked_acc.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/test_relative_sparsity_vs_test_exact_match.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/test_relative_sparsity_vs_test_exact_match.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/test_relative_sparsity_vs_test_kl.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/test_relative_sparsity_vs_test_kl.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/test_relative_sparsity_vs_test_logit_diff.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/test_relative_sparsity_vs_test_logit_diff.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/test_relative_sparsity_vs_test_masked_acc.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/test_relative_sparsity_vs_test_masked_acc.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/train_full_sparsity_vs_train_accuracy.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/train_full_sparsity_vs_train_accuracy.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/train_full_sparsity_vs_train_kl.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/train_full_sparsity_vs_train_kl.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/train_full_sparsity_vs_train_loss.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/train_full_sparsity_vs_train_loss.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/train_sparsity_vs_train_accuracy.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/train_sparsity_vs_train_accuracy.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/train_sparsity_vs_train_kl.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/train_sparsity_vs_train_kl.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/train_sparsity_vs_train_loss.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/monitoring_plots/train_sparsity_vs_train_loss.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/run_summary.json	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/sparsity_progression.json	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/visualizations/mlp_masked_singular_values.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/visualizations/mlp_masked_singular_values.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/visualizations/mlp_masks.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/visualizations/mlp_masks.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/visualizations/ov_masked_singular_values.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/visualizations/ov_masked_singular_values.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/visualizations/ov_masks.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/visualizations/ov_masks.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/visualizations/qk_masked_singular_values.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/visualizations/qk_masked_singular_values.png	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/visualizations/qk_masks.pdf	drop	Beyond Components IOI circuit-discovery run
svd_logs/ioi_circuit_discovery_20260405_171552/visualizations/qk_masks.png	drop	Beyond Components IOI circuit-discovery run
svd_stats_ov_helix_circuit.md	arithmetic	OV helix SVD stats
tests/__init__.py	arithmetic	all tests target arithmetic/Fourier code
tests/test_arithmetic_circuit_discovery.py	arithmetic	all tests target arithmetic/Fourier code
tests/test_arithmetic_dataset.py	arithmetic	all tests target arithmetic/Fourier code
tests/test_arithmetic_pipeline.py	arithmetic	all tests target arithmetic/Fourier code
tests/test_arithmetic_training_integration.py	arithmetic	all tests target arithmetic/Fourier code
tests/test_causal_validation.py	arithmetic	all tests target arithmetic/Fourier code
tests/test_circuit_analysis.py	arithmetic	all tests target arithmetic/Fourier code
tests/test_fourier_circuits.py	arithmetic	all tests target arithmetic/Fourier code
tests/test_fourier_discovery.py	arithmetic	all tests target arithmetic/Fourier code
tests/test_model_registry.py	arithmetic	all tests target arithmetic/Fourier code
